"Date","Price","Open","High","Low","Vol.","Change %"
"May 23, 2012","82.235","81.905","82.360","81.710","38.28K","0.72%"
"May 22, 2012","81.648","81.115","81.940","81.095","33.09K","0.51%"
"May 21, 2012","81.232","81.295","81.560","81.025","28.52K","-0.24%"
"May 18, 2012","81.424","81.650","81.930","81.155","31.55K","-0.14%"
"May 17, 2012","81.540","81.520","81.830","81.400","47.98K","0.02%"
"May 16, 2012","81.524","81.415","81.745","81.345","37.93K","0.18%"
"May 15, 2012","81.380","80.825","81.450","80.630","49.13K","0.78%"
"May 14, 2012","80.748","80.560","80.860","80.490","30.32K","0.43%"
"May 11, 2012","80.404","80.350","80.480","80.210","21.69K","0.18%"
"May 10, 2012","80.257","80.295","80.340","80.085","28.16K","0.03%"
"May 09, 2012","80.232","80.005","80.415","79.975","38.81K","0.48%"
"May 08, 2012","79.849","79.680","80.075","79.670","25.49K","0.17%"
"May 07, 2012","79.715","79.790","80.135","79.630","21.66K","0.16%"
"May 04, 2012","79.587","79.240","79.615","79.145","24.76K","0.37%"
"May 03, 2012","79.293","79.260","79.535","79.150","20.46K","0.12%"
"May 02, 2012","79.201","78.900","79.400","78.900","19.30K","0.34%"
"May 01, 2012","78.935","78.875","79.050","78.665","13.05K","0.11%"
"Apr 30, 2012","78.848","78.790","78.960","78.685","19.46K","0.12%"
"Apr 27, 2012","78.757","79.210","79.335","78.720","22.82K","-0.31%"
"Apr 26, 2012","79.001","79.100","79.170","78.900","17.26K","-0.14%"
"Apr 25, 2012","79.111","79.295","79.415","79.075","20.42K","-0.27%"
"Apr 24, 2012","79.326","79.495","79.535","79.185","16.02K","-0.26%"
"Apr 23, 2012","79.536","79.375","79.775","79.320","18.45K","0.28%"
"Apr 20, 2012","79.313","79.675","79.745","79.225","23.41K","-0.49%"
"Apr 19, 2012","79.707","79.725","79.980","79.515","19.39K","0.04%"
"Apr 18, 2012","79.674","79.700","80.025","79.630","15.91K","0.06%"
"Apr 17, 2012","79.627","79.775","79.940","79.560","15.48K","-0.13%"
"Apr 16, 2012","79.732","80.085","80.345","79.670","25.31K","-0.40%"
"Apr 13, 2012","80.055","79.495","80.080","79.450","19.56K","0.76%"
"Apr 12, 2012","79.449","79.920","79.955","79.365","25.77K","-0.68%"
"Apr 11, 2012","79.993","80.105","80.150","79.710","18.55K","-0.13%"
"Apr 10, 2012","80.098","79.955","80.245","79.775","26.10K","0.22%"
"Apr 09, 2012","79.919","80.050","80.320","79.835","11.58K","-0.22%"
"Apr 06, 2012","80.093","80.255","80.323","79.940","-","-0.25%"
"Apr 05, 2012","80.293","79.915","80.365","79.790","4.13K","0.43%"
"Apr 04, 2012","79.949","79.565","80.095","79.540","22.84K","0.39%"
"Apr 03, 2012","79.641","78.900","79.655","78.795","28.23K","0.86%"
"Apr 02, 2012","78.963","79.035","79.275","78.920","19.34K","-0.22%"
"Mar 30, 2012","79.138","79.225","79.225","78.870","24.07K","-0.28%"
"Mar 29, 2012","79.357","79.275","79.530","79.125","19.45K","0.07%"
"Mar 28, 2012","79.299","79.290","79.515","79.050","27.63K","0.10%"
"Mar 27, 2012","79.222","79.125","79.345","78.930","20.78K","0.05%"
"Mar 26, 2012","79.179","79.495","79.940","79.060","19.12K","-0.50%"
"Mar 23, 2012","79.576","79.895","80.010","79.325","24.70K","-0.53%"
"Mar 22, 2012","79.998","79.770","80.195","79.650","21.99K","0.13%"
"Mar 21, 2012","79.896","79.805","80.070","79.530","15.86K","0.09%"
"Mar 20, 2012","79.825","79.755","80.100","79.685","13.89K","0.14%"
"Mar 19, 2012","79.712","80.065","80.185","79.605","20.19K","-0.03%"
"Mar 16, 2012","79.734","80.230","80.385","79.730","-","-0.50%"
"Mar 15, 2012","80.136","80.630","80.725","80.025","22.10K","-0.50%"
"Mar 14, 2012","80.536","80.150","80.620","80.135","38.98K","0.41%"
"Mar 13, 2012","80.210","79.820","80.345","79.690","38.08K","0.37%"
"Mar 12, 2012","79.913","80.025","80.160","79.845","22.99K","-0.21%"
"Mar 09, 2012","80.084","79.225","80.095","79.195","28.39K","1.14%"
"Mar 08, 2012","79.179","79.785","79.815","79.100","24.71K","-0.73%"
"Mar 07, 2012","79.763","79.830","79.980","79.645","25.37K","-0.20%"
"Mar 06, 2012","79.926","79.370","79.935","79.345","28.18K","0.71%"
"Mar 05, 2012","79.365","79.515","79.640","79.285","19.12K","-0.12%"
"Mar 02, 2012","79.462","78.825","79.515","78.790","30.12K","0.80%"
"Mar 01, 2012","78.834","78.800","78.995","78.690","20.82K","0.05%"
"Feb 29, 2012","78.794","78.220","78.930","78.120","36.18K","0.63%"
"Feb 28, 2012","78.300","78.550","78.640","78.220","27.92K","-0.35%"
"Feb 27, 2012","78.578","78.450","78.715","78.400","34.10K","0.23%"
"Feb 24, 2012","78.401","78.680","78.820","78.260","34.10K","-0.61%"
"Feb 23, 2012","78.886","79.345","79.370","78.655","34.29K","-0.53%"
"Feb 22, 2012","79.303","79.200","79.465","79.080","22.46K","0.21%"
"Feb 21, 2012","79.136","79.200","79.360","78.895","23.77K","0.05%"
"Feb 20, 2012","79.100","79.188","79.327","78.910","-","-0.45%"
"Feb 17, 2012","79.456","79.485","79.595","79.255","5.53K","0.00%"
"Feb 16, 2012","79.455","79.860","80.240","79.370","35.09K","-0.41%"
"Feb 15, 2012","79.783","79.560","79.860","79.200","33.37K","0.11%"
"Feb 14, 2012","79.694","79.200","79.765","79.015","32.50K","0.82%"
"Feb 13, 2012","79.045","78.950","79.125","78.715","20.79K","-0.23%"
"Feb 10, 2012","79.226","78.655","79.315","78.655","28.29K","0.73%"
"Feb 09, 2012","78.652","78.800","78.890","78.430","26.57K","-0.10%"
"Feb 08, 2012","78.734","78.645","78.855","78.510","25.58K","0.07%"
"Feb 07, 2012","78.675","79.200","79.370","78.570","34.45K","-0.65%"
"Feb 06, 2012","79.186","79.190","79.645","79.100","18.55K","0.16%"
"Feb 03, 2012","79.057","79.125","79.485","78.815","25.78K","-0.07%"
"Feb 02, 2012","79.110","78.905","79.315","78.840","19.65K","0.10%"
"Feb 01, 2012","79.033","79.480","79.665","78.745","34.83K","-0.48%"
"Jan 31, 2012","79.417","79.165","79.630","78.855","24.95K","0.15%"
"Jan 30, 2012","79.302","78.960","79.570","78.960","22.36K","0.37%"
"Jan 27, 2012","79.011","79.620","79.630","78.890","28.70K","-0.63%"
"Jan 26, 2012","79.513","79.640","79.650","79.190","28.88K","-0.26%"
"Jan 25, 2012","79.717","79.965","80.505","79.515","36.15K","-0.39%"
"Jan 24, 2012","80.026","79.925","80.345","79.785","24.90K","0.12%"
"Jan 23, 2012","79.934","80.535","80.585","79.755","24.81K","-0.59%"
"Jan 20, 2012","80.406","80.275","80.635","80.185","14.82K","0.00%"
"Jan 19, 2012","80.405","80.715","80.805","80.230","21.62K","-0.52%"
"Jan 18, 2012","80.822","81.280","81.375","80.665","22.23K","-0.75%"
"Jan 17, 2012","81.429","81.670","81.680","81.010","20.23K","-0.19%"
"Jan 16, 2012","81.583","81.863","81.965","81.583","-","-0.25%"
"Jan 13, 2012","81.791","81.060","82.045","80.735","5.65K","0.93%"
"Jan 12, 2012","81.036","81.535","81.645","80.950","21.28K","-0.71%"
"Jan 11, 2012","81.614","81.295","81.785","81.100","19.40K","0.63%"
"Jan 10, 2012","81.101","81.270","81.400","81.015","14.03K","-0.35%"
"Jan 09, 2012","81.388","81.670","81.855","81.255","16.30K","-0.26%"
"Jan 06, 2012","81.597","81.245","81.720","81.055","26.72K","0.43%"
"Jan 05, 2012","81.250","80.450","81.345","80.385","18.59K","1.03%"
"Jan 04, 2012","80.425","79.970","80.640","79.845","14.08K","0.64%"
"Jan 03, 2012","79.912","80.155","80.225","79.830","20.04K","-0.83%"
"Jan 02, 2012","80.580","80.580","80.580","80.580","-","0.07%"
"Dec 30, 2011","80.522","80.830","81.025","80.360","12.44K","-0.48%"
"Dec 29, 2011","80.911","81.085","81.310","80.770","15.45K","0.03%"
"Dec 28, 2011","80.883","80.140","81.025","80.055","21.11K","0.93%"
"Dec 27, 2011","80.135","80.150","80.235","80.040","5.66K","-0.23%"
"Dec 26, 2011","80.320","80.320","80.320","80.320","-","0.10%"
"Dec 23, 2011","80.236","80.210","80.375","80.060","7.17K","-0.09%"
"Dec 22, 2011","80.306","80.360","80.505","79.955","13.24K","-0.05%"
"Dec 21, 2011","80.350","80.105","80.445","79.550","24.14K","0.10%"
"Dec 20, 2011","80.273","80.890","80.940","80.035","22.95K","0.08%"
"Dec 19, 2011","80.207","80.300","80.470","80.125","0.97K","-0.05%"
"Dec 16, 2011","80.249","80.175","80.395","79.935","13.15K","-0.11%"
"Dec 15, 2011","80.341","80.565","80.630","80.130","22.85K","-0.35%"
"Dec 14, 2011","80.622","80.290","80.775","80.140","36.53K","0.41%"
"Dec 13, 2011","80.289","79.635","80.455","79.350","40.15K","0.89%"
"Dec 12, 2011","79.580","78.780","79.705","78.690","33.59K","1.14%"
"Dec 09, 2011","78.681","78.875","79.185","78.485","14.95K","-0.29%"
"Dec 08, 2011","78.912","78.490","79.090","78.150","22.61K","0.46%"
"Dec 07, 2011","78.552","78.575","78.810","78.355","15.68K","-0.02%"
"Dec 06, 2011","78.571","78.690","78.975","78.520","16.65K","-0.13%"
"Dec 05, 2011","78.671","78.735","78.780","78.265","20.67K","-0.08%"
"Dec 02, 2011","78.731","78.295","78.890","78.060","20.89K","0.38%"
"Dec 01, 2011","78.433","78.485","78.640","78.145","21.20K","-0.07%"
"Nov 30, 2011","78.491","79.185","79.515","78.010","30.42K","-0.83%"
"Nov 29, 2011","79.151","79.460","79.530","78.695","20.98K","-0.36%"
"Nov 28, 2011","79.436","79.450","79.580","78.950","24.50K","-0.49%"
"Nov 25, 2011","79.831","79.390","79.875","79.330","14.69K","0.60%"
"Nov 24, 2011","79.351","79.185","79.375","78.925","7.65K","0.00%"
"Nov 23, 2011","79.351","78.330","79.400","78.330","7.65K","1.17%"
"Nov 22, 2011","78.435","78.460","78.610","78.160","22.88K","-0.04%"
"Nov 21, 2011","78.463","78.230","78.710","78.145","21.50K","0.27%"
"Nov 18, 2011","78.255","78.540","78.560","77.740","25.83K","-0.30%"
"Nov 17, 2011","78.489","78.580","78.690","78.135","23.04K","0.36%"
"Nov 16, 2011","78.206","78.175","78.605","78.040","26.32K","0.18%"
"Nov 15, 2011","78.062","77.660","78.315","77.620","25.21K","0.40%"
"Nov 14, 2011","77.753","76.975","77.840","76.925","19.17K","0.81%"
"Nov 11, 2011","77.131","77.885","77.960","76.920","17.02K","-1.08%"
"Nov 10, 2011","77.973","78.215","78.420","77.625","26.24K","-0.25%"
"Nov 09, 2011","78.167","76.765","78.250","76.675","33.77K","1.84%"
"Nov 08, 2011","76.751","77.225","77.360","76.720","19.05K","-0.51%"
"Nov 07, 2011","77.141","77.050","77.595","76.995","20.69K","-0.03%"
"Nov 04, 2011","77.162","76.890","77.505","76.775","33.58K","0.40%"
"Nov 03, 2011","76.856","77.505","77.680","76.750","42.77K","-0.42%"
"Nov 02, 2011","77.181","77.620","77.645","76.850","30.02K","-0.27%"
"Nov 01, 2011","77.390","76.630","77.840","76.595","37.57K","1.42%"
"Oct 31, 2011","76.306","75.215","76.720","75.110","34.59K","1.45%"
"Oct 28, 2011","75.216","75.080","75.305","75.045","20.16K","0.27%"
"Oct 27, 2011","75.011","76.455","76.460","74.860","46.91K","-1.91%"
"Oct 26, 2011","76.473","76.480","76.870","76.065","32.04K","0.20%"
"Oct 25, 2011","76.321","76.335","76.655","76.135","35.70K","0.08%"
"Oct 24, 2011","76.262","76.600","76.775","76.195","31.90K","-0.48%"
"Oct 21, 2011","76.628","77.190","77.505","76.465","33.56K","-0.79%"
"Oct 20, 2011","77.236","77.365","77.790","76.970","36.14K","-0.23%"
"Oct 19, 2011","77.416","77.450","77.490","76.815","30.30K","0.01%"
"Oct 18, 2011","77.412","77.460","77.855","77.045","35.32K","-0.02%"
"Oct 17, 2011","77.428","76.810","77.535","76.700","24.55K","0.68%"
"Oct 14, 2011","76.907","77.425","77.565","76.795","21.32K","-0.49%"
"Oct 13, 2011","77.284","77.310","77.740","77.095","22.77K","0.01%"
"Oct 12, 2011","77.274","78.000","78.240","77.115","35.04K","-0.81%"
"Oct 11, 2011","77.908","77.980","78.280","77.775","21.27K","0.12%"
"Oct 10, 2011","77.811","79.075","79.180","77.670","25.66K","-1.69%"
"Oct 07, 2011","79.149","79.050","79.250","78.450","35.47K","0.08%"
"Oct 06, 2011","79.088","79.460","79.980","78.935","34.51K","-0.37%"
"Oct 05, 2011","79.385","79.640","79.870","79.280","31.50K","-0.90%"
"Oct 04, 2011","80.104","80.125","80.430","79.380","36.82K","0.21%"
"Oct 03, 2011","79.937","79.440","80.220","79.305","33.15K","1.09%"
"Sep 30, 2011","79.075","78.455","79.315","78.370","29.98K","0.60%"
"Sep 29, 2011","78.603","78.735","78.745","78.025","26.82K","0.22%"
"Sep 28, 2011","78.429","78.320","78.660","77.835","32.96K","0.51%"
"Sep 27, 2011","78.028","78.820","78.995","77.930","31.88K","-1.31%"
"Sep 26, 2011","79.063","78.995","79.645","78.690","28.76K","-0.21%"
"Sep 23, 2011","79.228","78.900","79.320","78.590","37.46K","0.16%"
"Sep 22, 2011","79.100","78.400","79.400","78.335","49.77K","1.59%"
"Sep 21, 2011","77.859","77.450","78.455","77.235","46.34K","0.43%"
"Sep 20, 2011","77.528","77.830","77.960","77.325","24.75K","0.12%"
"Sep 19, 2011","77.435","77.070","77.500","76.965","3.88K","1.10%"
"Sep 16, 2011","76.593","76.335","76.790","76.320","11.82K","0.43%"
"Sep 15, 2011","76.267","76.880","77.105","76.090","27.94K","-0.79%"
"Sep 14, 2011","76.875","77.145","77.555","76.720","41.43K","-0.16%"
"Sep 13, 2011","76.997","77.365","77.700","76.895","40.74K","-0.86%"
"Sep 12, 2011","77.666","77.580","77.885","77.130","41.98K","0.47%"
"Sep 09, 2011","77.300","76.350","77.375","76.135","60.33K","1.24%"
"Sep 08, 2011","76.352","75.580","76.405","75.570","32.57K","1.04%"
"Sep 07, 2011","75.566","75.940","75.965","75.320","32.65K","-0.65%"
"Sep 06, 2011","76.057","75.370","76.115","74.670","50.08K","1.11%"
"Sep 05, 2011","75.223","74.910","75.415","74.910","9.85K","0.51%"
"Sep 02, 2011","74.839","74.590","74.860","74.345","24.49K","0.38%"
"Sep 01, 2011","74.557","74.235","74.865","74.200","25.42K","0.52%"
"Aug 31, 2011","74.173","74.055","74.245","73.890","18.83K","0.24%"
"Aug 30, 2011","73.996","73.750","74.250","73.680","26.00K","0.30%"
"Aug 29, 2011","73.777","73.785","73.910","73.565","13.34K","-0.12%"
"Aug 26, 2011","73.869","74.285","74.550","73.765","29.82K","-0.66%"
"Aug 25, 2011","74.362","74.115","74.505","73.890","22.39K","0.37%"
"Aug 24, 2011","74.087","73.900","74.175","73.715","20.30K","0.17%"
"Aug 23, 2011","73.961","74.245","74.260","73.635","21.84K","-0.28%"
"Aug 22, 2011","74.168","74.140","74.250","73.875","14.00K","0.08%"
"Aug 19, 2011","74.106","74.475","74.570","73.685","25.81K","-0.28%"
"Aug 18, 2011","74.315","73.875","74.545","73.810","26.53K","0.76%"
"Aug 17, 2011","73.758","74.145","74.310","73.515","21.32K","-0.45%"
"Aug 16, 2011","74.093","74.000","74.265","73.845","18.95K","0.22%"
"Aug 15, 2011","73.929","74.675","74.745","73.840","21.63K","-1.09%"
"Aug 12, 2011","74.743","74.800","75.055","74.495","17.46K","-0.09%"
"Aug 11, 2011","74.810","75.010","75.390","74.450","34.06K","0.05%"
"Aug 10, 2011","74.769","74.130","74.925","73.905","40.23K","0.06%"
"Aug 09, 2011","74.724","75.015","75.100","73.990","39.24K","-0.29%"
"Aug 08, 2011","74.938","74.390","75.215","74.150","38.49K","0.18%"
"Aug 05, 2011","74.802","75.570","75.645","74.670","39.56K","-0.74%"
"Aug 04, 2011","75.360","74.080","75.550","74.020","56.64K","1.56%"
"Aug 03, 2011","74.199","74.720","74.855","74.085","25.69K","-0.63%"
"Aug 02, 2011","74.666","74.490","74.915","74.345","30.44K","0.28%"
"Aug 01, 2011","74.456","74.130","74.745","73.755","31.79K","0.57%"
"Jul 29, 2011","74.036","74.330","74.685","73.860","29.00K","-0.48%"
"Jul 28, 2011","74.391","74.300","74.585","74.045","23.40K","0.16%"
"Jul 27, 2011","74.273","73.690","74.390","73.585","32.91K","0.87%"
"Jul 26, 2011","73.629","74.310","74.395","73.605","28.55K","-0.84%"
"Jul 25, 2011","74.254","74.180","74.510","74.175","17.62K","-0.21%"
"Jul 22, 2011","74.412","74.245","74.600","74.155","22.18K","0.24%"
"Jul 21, 2011","74.231","74.970","75.370","74.125","44.56K","-1.15%"
"Jul 20, 2011","75.094","75.395","75.520","75.015","26.90K","-0.55%"
"Jul 19, 2011","75.513","75.630","75.820","75.180","26.07K","-0.37%"
"Jul 18, 2011","75.793","75.520","76.115","75.480","30.61K","0.36%"
"Jul 15, 2011","75.520","75.440","75.745","75.290","24.78K","-0.06%"
"Jul 14, 2011","75.562","75.060","75.645","74.990","37.68K","0.02%"
"Jul 13, 2011","75.547","76.395","76.455","75.370","37.20K","-0.90%"
"Jul 12, 2011","76.234","76.395","77.175","76.085","49.26K","-0.18%"
"Jul 11, 2011","76.374","75.560","76.555","75.540","36.06K","1.14%"
"Jul 08, 2011","75.514","75.215","75.730","75.130","32.10K","0.34%"
"Jul 07, 2011","75.257","75.265","75.745","75.150","21.50K","-0.24%"
"Jul 06, 2011","75.440","74.925","75.535","74.770","19.82K","0.61%"
"Jul 05, 2011","74.985","74.535","75.050","74.535","17.34K","0.56%"
"Jul 04, 2011","74.570","74.515","74.690","74.405","3.42K","-0.14%"
"Jul 01, 2011","74.674","74.820","75.055","74.505","17.68K","0.05%"
"Jun 30, 2011","74.635","74.915","74.915","74.540","32.86K","-0.58%"
"Jun 29, 2011","75.074","75.480","75.540","74.995","35.85K","-0.55%"
"Jun 28, 2011","75.490","75.665","75.960","75.260","26.63K","-0.45%"
"Jun 27, 2011","75.828","76.190","76.590","75.710","35.33K","-0.50%"
"Jun 24, 2011","76.210","75.705","76.280","75.475","38.76K","0.40%"
"Jun 23, 2011","75.904","75.350","76.250","75.350","35.97K","0.95%"
"Jun 22, 2011","75.188","75.095","75.310","74.865","26.54K","0.34%"
"Jun 21, 2011","74.931","75.260","75.455","74.920","27.04K","-0.75%"
"Jun 20, 2011","75.500","75.615","75.950","75.365","24.67K","0.05%"
"Jun 17, 2011","75.461","75.920","76.250","75.355","34.01K","-1.00%"
"Jun 16, 2011","76.224","75.975","76.505","75.855","35.47K","0.20%"
"Jun 15, 2011","76.072","74.820","76.135","74.820","41.17K","1.85%"
"Jun 14, 2011","74.692","74.875","75.005","74.590","19.03K","0.13%"
"Jun 13, 2011","74.596","74.805","74.950","74.600","1.28K","-0.27%"
"Jun 10, 2011","74.798","74.130","74.935","74.045","24.07K","0.80%"
"Jun 09, 2011","74.201","73.875","74.320","73.695","43.99K","0.35%"
"Jun 08, 2011","73.939","73.585","73.995","73.560","40.93K","0.56%"
"Jun 07, 2011","73.528","73.955","74.065","73.515","32.44K","-0.64%"
"Jun 06, 2011","73.999","73.770","74.085","73.665","33.32K","0.26%"
"Jun 03, 2011","73.807","74.365","74.505","73.725","35.29K","-0.76%"
"Jun 02, 2011","74.375","74.865","74.955","74.260","29.81K","-0.48%"
"Jun 01, 2011","74.731","74.525","74.955","74.345","33.48K","0.05%"
"May 31, 2011","74.696","74.830","74.840","74.495","25.85K","-0.45%"
"May 30, 2011","75.030","74.940","75.100","74.885","2.86K","0.02%"
"May 27, 2011","75.018","75.620","75.670","74.895","26.98K","-0.81%"
"May 26, 2011","75.632","76.095","76.095","75.415","32.08K","-0.52%"
"May 25, 2011","76.030","76.115","76.395","75.835","31.72K","0.01%"
"May 24, 2011","76.023","76.445","76.450","75.960","27.18K","-0.28%"
"May 23, 2011","76.234","75.845","76.540","75.825","38.74K","0.87%"
"May 20, 2011","75.579","75.195","75.920","75.085","41.78K","0.40%"
"May 19, 2011","75.277","75.485","75.710","75.185","41.23K","-0.47%"
"May 18, 2011","75.632","75.415","75.735","75.230","31.77K","0.12%"
"May 17, 2011","75.545","75.820","76.015","75.475","40.04K","-0.14%"
"May 16, 2011","75.651","76.080","76.190","75.410","36.28K","-0.38%"
"May 13, 2011","75.938","75.415","76.140","74.945","45.83K","0.69%"
"May 12, 2011","75.417","75.495","75.835","75.205","39.12K","-0.13%"
"May 11, 2011","75.517","74.735","75.620","74.530","55.12K","0.98%"
"May 10, 2011","74.782","74.775","75.175","74.685","32.11K","-0.16%"
"May 09, 2011","74.900","75.025","75.360","74.605","52.06K","-0.24%"
"May 06, 2011","75.080","74.260","75.180","74.110","66.99K","0.95%"
"May 05, 2011","74.375","73.280","74.420","72.985","61.58K","1.59%"
"May 04, 2011","73.213","73.260","73.480","72.860","36.61K","-0.14%"
"May 03, 2011","73.315","73.310","73.490","73.010","26.06K","0.24%"
"May 02, 2011","73.139","73.185","73.480","72.895","23.53K","0.04%"
"Apr 29, 2011","73.107","73.255","73.380","73.015","18.64K","-0.28%"
"Apr 28, 2011","73.311","73.500","73.500","73.050","26.20K","-0.52%"
"Apr 27, 2011","73.691","73.730","74.205","73.435","31.59K","-0.45%"
"Apr 26, 2011","74.025","74.280","74.520","73.935","17.30K","-0.21%"
"Apr 25, 2011","74.181","74.300","74.470","74.010","15.44K","-0.13%"
"Apr 22, 2011","74.280","74.280","74.280","74.280","-","0.13%"
"Apr 21, 2011","74.180","74.195","74.535","73.935","23.83K","-0.52%"
"Apr 20, 2011","74.567","75.190","75.210","74.455","28.20K","-0.91%"
"Apr 19, 2011","75.249","75.685","75.845","75.205","22.66K","-0.64%"
"Apr 18, 2011","75.730","75.085","76.055","75.055","39.09K","0.94%"
"Apr 15, 2011","75.028","74.880","75.220","74.825","19.08K","0.19%"
"Apr 14, 2011","74.888","75.160","75.370","74.835","24.25K","-0.40%"
"Apr 13, 2011","75.190","75.065","75.340","74.950","22.24K","0.17%"
"Apr 12, 2011","75.065","75.255","75.455","74.930","27.18K","-0.29%"
"Apr 11, 2011","75.282","75.165","75.305","75.100","16.98K","0.01%"
"Apr 08, 2011","75.273","75.795","75.835","75.060","20.98K","-0.71%"
"Apr 07, 2011","75.810","75.780","76.055","75.735","22.29K","0.07%"
"Apr 06, 2011","75.757","76.095","76.125","75.690","22.03K","-0.47%"
"Apr 05, 2011","76.111","76.250","76.400","75.995","23.70K","-0.06%"
"Apr 04, 2011","76.159","76.230","76.235","75.935","13.61K","0.10%"
"Apr 01, 2011","76.083","76.300","76.870","76.035","32.62K","0.01%"
"Mar 31, 2011","76.072","76.370","76.415","75.885","23.11K","-0.37%"
"Mar 30, 2011","76.357","76.380","76.670","76.245","22.29K","-0.19%"
"Mar 29, 2011","76.502","76.490","76.700","76.170","20.77K","0.16%"
"Mar 28, 2011","76.376","76.520","76.695","76.295","17.36K","-0.14%"
"Mar 25, 2011","76.485","75.940","76.560","75.840","28.30K","0.79%"
"Mar 24, 2011","75.888","76.110","76.305","75.700","32.28K","-0.21%"
"Mar 23, 2011","76.046","75.830","76.190","75.670","25.03K","0.49%"
"Mar 22, 2011","75.673","75.830","75.850","75.820","21.64K","0.02%"
"Mar 21, 2011","75.655","75.870","76.005","75.590","20.85K","-0.42%"
"Mar 18, 2011","75.971","76.290","76.765","75.790","25.16K","-0.48%"
"Mar 17, 2011","76.340","76.910","76.980","76.150","29.59K","-0.84%"
"Mar 16, 2011","76.986","76.740","77.135","76.635","38.32K","0.43%"
"Mar 15, 2011","76.656","76.655","77.390","76.585","29.75K","0.25%"
"Mar 14, 2011","76.462","76.550","76.725","76.270","1.63K","-0.40%"
"Mar 11, 2011","76.770","77.175","77.550","76.660","15.54K","-0.65%"
"Mar 10, 2011","77.274","76.680","77.355","76.660","36.63K","0.72%"
"Mar 09, 2011","76.719","76.900","76.975","76.540","40.78K","-0.11%"
"Mar 08, 2011","76.800","76.520","76.995","76.425","27.34K","0.37%"
"Mar 07, 2011","76.514","76.350","76.570","76.145","25.01K","0.13%"
"Mar 04, 2011","76.416","76.510","76.640","76.285","32.46K","-0.10%"
"Mar 03, 2011","76.495","76.710","76.875","76.375","29.96K","-0.25%"
"Mar 02, 2011","76.689","77.080","77.210","76.540","32.45K","-0.51%"
"Mar 01, 2011","77.083","76.855","77.130","76.765","19.64K","0.21%"
"Feb 28, 2011","76.921","77.255","77.435","76.780","19.31K","-0.49%"
"Feb 25, 2011","77.300","77.115","77.460","76.975","17.27K","0.26%"
"Feb 24, 2011","77.096","77.280","77.520","77.030","18.51K","-0.45%"
"Feb 23, 2011","77.444","77.710","77.745","77.295","24.25K","-0.49%"
"Feb 22, 2011","77.823","77.880","78.390","77.635","26.31K","0.10%"
"Feb 21, 2011","77.745","77.710","77.870","77.595","5.14K","0.03%"
"Feb 18, 2011","77.720","78.035","78.295","77.570","22.97K","-0.44%"
"Feb 17, 2011","78.065","78.280","78.410","77.990","23.41K","-0.27%"
"Feb 16, 2011","78.277","78.590","78.870","78.220","25.52K","-0.49%"
"Feb 15, 2011","78.660","78.630","78.830","78.395","14.25K","-0.07%"
"Feb 14, 2011","78.717","78.495","78.980","78.375","15.98K","0.19%"
"Feb 11, 2011","78.565","78.230","78.795","78.210","23.14K","0.30%"
"Feb 10, 2011","78.327","77.760","78.435","77.750","22.34K","0.78%"
"Feb 09, 2011","77.721","78.055","78.185","77.580","22.37K","-0.48%"
"Feb 08, 2011","78.094","78.135","78.195","77.715","19.61K","-0.04%"
"Feb 07, 2011","78.122","78.170","78.440","77.940","16.39K","-0.04%"
"Feb 04, 2011","78.157","77.930","78.325","77.565","26.23K","0.37%"
"Feb 03, 2011","77.867","77.225","77.995","77.135","25.19K","0.76%"
"Feb 02, 2011","77.278","77.140","77.430","77.000","16.17K","0.11%"
"Feb 01, 2011","77.193","77.760","77.790","77.065","23.58K","-0.86%"
"Jan 31, 2011","77.865","78.390","78.470","77.665","23.22K","-0.53%"
"Jan 28, 2011","78.280","77.845","78.425","77.705","25.49K","0.55%"
"Jan 27, 2011","77.854","77.855","78.280","77.710","22.37K","-0.23%"
"Jan 26, 2011","78.035","78.135","78.235","77.810","20.99K","-0.14%"
"Jan 25, 2011","78.145","78.155","78.570","77.950","21.61K","-0.06%"
"Jan 24, 2011","78.193","78.300","78.630","77.940","25.05K","-0.23%"
"Jan 21, 2011","78.370","79.015","79.095","78.010","20.12K","-0.78%"
"Jan 20, 2011","78.984","78.885","79.340","78.600","24.53K","0.22%"
"Jan 19, 2011","78.811","79.120","79.120","78.470","22.27K","-0.44%"
"Jan 18, 2011","79.160","79.635","79.665","78.755","33.05K","-0.44%"
"Jan 17, 2011","79.510","79.300","79.765","79.250","7.61K","0.18%"
"Jan 14, 2011","79.366","79.415","79.605","78.970","22.72K","-0.05%"
"Jan 13, 2011","79.406","80.290","80.445","79.210","33.12K","-1.05%"
"Jan 12, 2011","80.250","81.075","81.145","80.200","33.98K","-1.09%"
"Jan 11, 2011","81.135","81.265","81.450","81.035","15.64K","-0.03%"
"Jan 10, 2011","81.163","81.490","81.635","81.115","19.05K","-0.19%"
"Jan 07, 2011","81.321","81.140","81.455","80.985","29.04K","0.28%"
"Jan 06, 2011","81.093","80.570","81.220","80.460","31.38K","0.69%"
"Jan 05, 2011","80.538","79.710","80.635","79.710","29.32K","1.05%"
"Jan 04, 2011","79.699","79.500","79.775","79.115","15.37K","0.40%"
"Jan 03, 2011","79.384","79.310","79.730","79.230","18.71K","0.12%"
"Dec 31, 2010","79.288","79.735","79.785","79.025","11.87K","-0.64%"
"Dec 30, 2010","79.798","79.980","80.025","79.705","12.96K","-0.38%"
