"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 19, 2017","94.588","94.475","94.690","94.445","11.88K","0.20%"
"Jul 18, 2017","94.402","94.950","94.970","94.275","33.62K","-0.53%"
"Jul 17, 2017","94.904","94.885","95.120","94.800","12.28K","-0.03%"
"Jul 14, 2017","94.930","95.550","95.615","94.870","23.34K","-0.61%"
"Jul 13, 2017","95.508","95.530","95.695","95.245","18.65K","-0.00%"
"Jul 12, 2017","95.512","95.420","95.745","95.275","20.85K","0.09%"
"Jul 11, 2017","95.422","95.830","95.960","95.405","16.46K","-0.37%"
"Jul 10, 2017","95.777","95.795","95.945","95.690","20.01K","-0.02%"
"Jul 07, 2017","95.792","95.585","95.930","95.525","20.49K","0.23%"
"Jul 06, 2017","95.575","96.005","96.110","95.560","14.27K","-0.50%"
"Jul 05, 2017","96.059","95.905","96.255","95.825","19.13K","0.09%"
"Jul 04, 2017","95.969","95.890","96.085","95.805","7.55K","0.00%"
"Jul 03, 2017","95.969","95.405","95.995","95.385","19.92K","0.57%"
"Jun 30, 2017","95.421","95.310","95.565","95.225","20.29K","0.06%"
"Jun 29, 2017","95.366","95.770","95.780","95.270","22.61K","-0.39%"
"Jun 28, 2017","95.744","96.175","96.320","95.670","39.80K","-0.36%"
"Jun 27, 2017","96.093","97.120","97.155","96.045","33.76K","-1.05%"
"Jun 26, 2017","97.116","96.940","97.160","96.810","15.45K","0.18%"
"Jun 23, 2017","96.942","97.255","97.295","96.860","14.01K","-0.37%"
"Jun 22, 2017","97.303","97.225","97.350","97.115","27.55K","0.09%"
"Jun 21, 2017","97.216","97.385","97.465","97.180","14.39K","-0.20%"
"Jun 20, 2017","97.412","97.280","97.515","97.135","30.22K","0.09%"
"Jun 19, 2017","97.325","97.115","97.345","97.050","1.08K","0.18%"
"Jun 16, 2017","97.146","97.480","97.550","97.095","19.11K","-0.30%"
"Jun 15, 2017","97.437","96.910","97.555","96.840","21.80K","0.53%"
"Jun 14, 2017","96.921","97.005","97.110","96.305","57.20K","-0.02%"
"Jun 13, 2017","96.942","97.170","97.260","96.925","21.80K","-0.18%"
"Jun 12, 2017","97.121","97.235","97.300","97.020","24.18K","-0.12%"
"Jun 09, 2017","97.239","97.260","97.470","97.125","29.76K","0.35%"
"Jun 08, 2017","96.898","96.695","97.135","96.565","33.92K","0.20%"
"Jun 07, 2017","96.708","96.565","96.940","96.455","24.75K","0.12%"
"Jun 06, 2017","96.591","96.750","96.750","96.465","18.62K","-0.17%"
"Jun 05, 2017","96.754","96.670","96.930","96.640","14.97K","0.09%"
"Jun 02, 2017","96.670","97.165","97.260","96.580","29.20K","-0.48%"
"Jun 01, 2017","97.141","96.955","97.270","96.850","16.41K","0.30%"
"May 31, 2017","96.854","97.355","97.425","96.795","27.26K","-0.37%"
"May 30, 2017","97.212","97.615","97.700","97.145","27.99K","-0.16%"
"May 29, 2017","97.364","97.320","97.440","97.255","5.30K","0.00%"
"May 26, 2017","97.364","97.150","97.465","96.965","24.10K","0.19%"
"May 25, 2017","97.176","96.900","97.205","96.805","21.26K","0.03%"
"May 24, 2017","97.147","97.320","97.375","96.945","31.82K","-0.12%"
"May 23, 2017","97.264","96.830","97.320","96.705","34.01K","0.40%"
"May 22, 2017","96.881","97.030","97.335","96.700","24.31K","-0.15%"
"May 19, 2017","97.030","97.715","97.740","96.965","26.38K","-0.76%"
"May 18, 2017","97.772","97.410","97.970","97.275","46.22K","0.32%"
"May 17, 2017","97.462","97.990","98.010","97.330","29.34K","-0.55%"
"May 16, 2017","97.998","98.760","98.770","97.970","32.80K","-0.81%"
"May 15, 2017","98.801","99.060","99.140","98.670","18.48K","-0.33%"
"May 12, 2017","99.131","99.530","99.585","99.035","24.67K","-0.38%"
"May 11, 2017","99.505","99.565","99.765","99.375","18.32K","-0.05%"
"May 10, 2017","99.559","99.340","99.605","99.250","21.26K","0.02%"
"May 09, 2017","99.544","99.020","99.565","98.960","29.65K","0.61%"
"May 08, 2017","98.936","98.370","99.055","98.355","29.51K","0.41%"
"May 05, 2017","98.528","98.630","98.895","98.410","24.98K","-0.12%"
"May 04, 2017","98.647","99.230","99.340","98.560","31.36K","-0.44%"
"May 03, 2017","99.082","98.770","99.270","98.750","27.17K","0.26%"
"May 02, 2017","98.829","98.930","99.085","98.775","19.83K","-0.10%"
"May 01, 2017","98.930","98.930","99.070","98.735","17.67K","0.03%"
"Apr 28, 2017","98.898","99.070","99.125","98.580","26.32K","-0.06%"
"Apr 27, 2017","98.955","98.855","99.210","98.690","40.18K","0.04%"
"Apr 26, 2017","98.920","98.725","99.205","98.605","32.96K","0.28%"
"Apr 25, 2017","98.648","98.965","99.100","98.565","26.51K","-0.33%"
"Apr 24, 2017","98.973","99.180","99.240","98.700","30.22K","-0.91%"
"Apr 21, 2017","99.880","99.750","99.935","99.560","23.08K","0.20%"
"Apr 20, 2017","99.685","99.700","99.760","99.290","22.30K","0.05%"
"Apr 19, 2017","99.638","99.455","99.785","99.415","17.79K","0.24%"
"Apr 18, 2017","99.404","100.240","100.310","99.365","26.52K","-0.79%"
"Apr 17, 2017","100.194","100.405","100.465","99.910","14.99K","-0.27%"
"Apr 13, 2017","100.463","100.030","100.500","99.930","22.78K","-0.25%"
"Apr 12, 2017","100.711","100.595","100.760","100.010","22.39K","0.09%"
"Apr 11, 2017","100.622","100.900","101.005","100.510","24.42K","-0.33%"
"Apr 10, 2017","100.952","101.120","101.265","100.870","21.83K","-0.16%"
"Apr 07, 2017","101.117","100.645","101.185","100.400","37.15K","0.54%"
"Apr 06, 2017","100.570","100.370","100.670","100.285","18.13K","0.13%"
"Apr 05, 2017","100.441","100.415","100.990","100.305","26.55K","0.01%"
"Apr 04, 2017","100.426","100.340","100.605","100.300","15.96K","0.01%"
"Apr 03, 2017","100.412","100.405","100.560","100.235","19.24K","0.19%"
"Mar 31, 2017","100.218","100.340","100.505","100.115","25.57K","-0.07%"
"Mar 30, 2017","100.285","99.850","100.465","99.795","28.86K","0.45%"
"Mar 29, 2017","99.836","99.560","99.965","99.495","25.95K","0.29%"
"Mar 28, 2017","99.549","99.055","99.620","98.920","26.36K","0.58%"
"Mar 27, 2017","98.973","99.335","99.335","98.670","31.75K","-0.47%"
"Mar 24, 2017","99.442","99.570","99.815","99.355","22.92K","-0.12%"
"Mar 23, 2017","99.563","99.585","99.665","99.435","23.58K","0.10%"
"Mar 22, 2017","99.468","99.500","99.725","99.340","30.15K","-0.15%"
"Mar 21, 2017","99.614","100.175","100.180","99.460","33.89K","-0.62%"
"Mar 20, 2017","100.234","100.110","100.265","99.835","19.26K","0.12%"
"Mar 17, 2017","100.115","100.065","100.280","99.970","23.35K","-0.07%"
"Mar 16, 2017","100.185","100.345","100.580","100.045","36.55K","-0.39%"
"Mar 15, 2017","100.575","101.570","101.590","100.320","47.71K","-0.98%"
"Mar 14, 2017","101.574","101.285","101.660","101.215","22.53K","0.26%"
"Mar 13, 2017","101.310","101.280","101.400","101.030","1.62K","0.06%"
"Mar 10, 2017","101.247","101.945","101.980","101.180","18.21K","-0.59%"
"Mar 09, 2017","101.853","102.150","102.250","101.700","31.01K","-0.22%"
"Mar 08, 2017","102.076","101.760","102.185","101.705","51.02K","0.27%"
"Mar 07, 2017","101.805","101.740","101.905","101.520","20.65K","0.16%"
"Mar 06, 2017","101.645","101.440","101.740","101.225","38.66K","0.10%"
"Mar 03, 2017","101.548","102.080","102.165","101.335","61.01K","-0.64%"
"Mar 02, 2017","102.204","101.810","102.270","101.790","30.51K","0.42%"
"Mar 01, 2017","101.780","101.475","101.980","101.220","54.89K","0.64%"
"Feb 28, 2017","101.129","101.200","101.380","100.775","31.15K","0.00%"
"Feb 27, 2017","101.129","101.155","101.280","100.680","24.66K","0.04%"
"Feb 24, 2017","101.090","101.040","101.150","100.640","35.99K","0.04%"
"Feb 23, 2017","101.053","101.350","101.435","100.855","32.82K","-0.14%"
"Feb 22, 2017","101.194","101.360","101.715","101.155","38.97K","-0.16%"
"Feb 21, 2017","101.355","101.080","101.610","101.075","28.83K","0.40%"
"Feb 20, 2017","100.951","100.855","100.990","100.740","9.04K","0.00%"
"Feb 17, 2017","100.951","100.495","100.960","100.440","27.27K","0.52%"
"Feb 16, 2017","100.430","100.935","101.045","100.400","41.90K","-0.73%"
"Feb 15, 2017","101.164","101.315","101.750","100.975","42.91K","-0.07%"
"Feb 14, 2017","101.233","100.950","101.385","100.700","38.11K","0.28%"
"Feb 13, 2017","100.950","100.790","101.110","100.570","23.85K","0.16%"
"Feb 10, 2017","100.791","100.685","101.015","100.560","34.60K","0.14%"
