,price_BTC,24% change_BTC,price_chainlink,24% change_chainlink,price_ETH,24% change ETH_ETH,price_ADA,24% change ETH_ADA
2019-02-22,3934.813593894817,-1.07,0.4432728852437847,-4.47,145.2958232437471,-2.46,0.04482964754399028,-5.56
2019-02-23,3973.6413227746357,0.98,0.44883873455708645,1.24,148.04165031619752,1.85,0.045833681237147136,2.19
2019-02-24,4115.3379267876635,3.44,0.4589603020336277,2.21,157.67559560191677,6.11,0.048239797901670274,4.99
2019-02-25,3742.868946700387,-9.95,0.4050127574250096,-13.32,134.31602869596247,-17.39,0.04198105629365478,-14.91
2019-02-26,3824.683504217102,2.14,0.45963740326061453,11.88,137.8218665264574,2.54,0.04351453363655395,3.52
2019-02-27,3809.209774682024,-0.41,0.4323104328554138,-6.32,135.99783785109707,-1.34,0.04286059311554926,-1.53
2019-02-28,3813.377891881294,0.11,0.4276740302923696,-1.08,134.84981713392082,-0.85,0.043024207886110166,0.38
2019-03-01,3815.6076075249844,0.06,0.4240703181962114,-0.85,135.4906837644075,0.47,0.0427940036698597,-0.54
2019-03-02,3815.753939922755,0.0,0.4286889941102943,1.08,134.95470877409352,-0.4,0.04291005176079204,0.27
2019-03-03,3819.645730582585,0.1,0.42373803270534477,-1.17,132.40742658761687,-1.92,0.04231627585657275,-1.4
2019-03-04,3806.9542737979564,-0.33,0.4196237381392348,-0.98,130.5403477406027,-1.43,0.04201086477264025,-0.73
2019-03-05,3712.812457297799,-2.54,0.40279968058260635,-4.18,125.6240824924571,-3.91,0.040182274659520956,-4.55
2019-03-06,3852.461665785486,3.62,0.4283109751868319,5.96,136.5502476885833,8.0,0.04280345334761144,6.12
2019-03-07,3860.510762380684,0.21,0.42858150864247013,0.06,137.32665152792868,0.57,0.042503620209921135,-0.71
2019-03-08,3871.637247965991,0.29,0.45336791500798523,5.47,136.78614228385894,-0.4,0.04264895995597255,0.34
2019-03-09,3861.879307396147,-0.25,0.4630102007355852,2.08,133.5416931933968,-2.43,0.04237602610973909,-0.64
2019-03-10,3941.600873271771,2.02,0.4758257866846512,2.69,137.1960003042231,2.66,0.04664873112557521,9.16
2019-03-11,3923.559788806432,-0.46,0.500520485997817,4.93,135.62080210154824,-1.16,0.04552295642231725,-2.47
2019-03-12,3860.3592300287123,-1.64,0.46273227444908266,-8.17,132.38753404384025,-2.44,0.047349574427912836,3.86
2019-03-13,3876.480852754649,0.42,0.4868647028975781,4.96,133.28742563523164,0.68,0.047212017798664206,-0.29
2019-03-14,3865.817782663389,-0.28,0.48213875408940304,-0.98,131.6683444532404,-1.23,0.046196136347646,-2.2
2019-03-15,3876.6987080329527,0.28,0.4862303393947345,0.84,132.14623792639355,0.36,0.0476159484384536,2.98
2019-03-16,3925.460579704576,1.24,0.4870303309514424,0.16,136.4478648131974,3.15,0.0498118734459803,4.41
2019-03-17,4007.709463818873,2.05,0.4796345700935913,-1.54,141.08804416286097,3.29,0.05123326136809728,2.77
2019-03-18,3980.9901047320204,-0.67,0.4780431690325005,-0.33,138.55063028189403,-1.83,0.049687912732741646,-3.11
2019-03-19,3986.7068940461468,0.14,0.47624309155155103,-0.38,137.65794893090973,-0.65,0.05003314173793385,0.69
2019-03-20,4013.5769693454813,0.67,0.4758473875634522,-0.08,138.5225166550466,0.62,0.05194287271907531,3.68
2019-03-21,4045.57263350974,0.79,0.4822992042704502,1.34,139.0759731796369,0.4,0.05328881287797866,2.53
2019-03-22,3983.317781297362,-1.56,0.4579443797968468,-5.32,135.05601072736965,-2.98,0.05264299957221896,-1.23
2019-03-23,3989.1584912154526,0.15,0.46238601420761655,0.96,136.0995360201361,0.77,0.05776827754707397,8.87
2019-03-24,4008.945386314754,0.49,0.46041085436881113,-0.43,137.19806866408575,0.8,0.06348656329448774,9.01
2019-03-25,3993.394900459549,-0.39,0.45463306590861136,-1.27,136.05748300079634,-0.84,0.06111843712286233,-3.87
2019-03-26,3927.577296521434,-1.68,0.4712742663161776,3.53,133.8175199792062,-1.67,0.05863798895956996,-4.23
2019-03-27,3938.659743156943,0.28,0.45741171969826006,-3.03,134.02990438257248,0.16,0.06146601026725826,4.6
2019-03-28,4036.1609179207603,2.42,0.4911939005152381,6.88,139.63660664431762,4.02,0.0669930164042461,8.25
2019-03-29,4028.3913011796208,-0.19,0.4985679830477729,1.48,137.81198852309657,-1.32,0.06558512610094981,-2.15
2019-03-30,4103.322859513963,1.83,0.49966366476603075,0.22,143.14644309796884,3.73,0.07190924159012249,8.79
2019-03-31,4103.856421333923,0.01,0.4950738323823073,-0.93,142.28965262894044,-0.6,0.0718131848611085,-0.13
2019-04-01,4103.521738549332,-0.01,0.506652075736794,2.29,141.586389044902,-0.5,0.06998460362244281,-2.61
2019-04-02,4146.321927706636,1.03,0.5523472230717034,8.27,141.51455520152766,-0.05,0.07233213261115524,3.25
2019-04-03,4862.230427766917,14.72,0.5821712017725291,5.12,164.05054289558294,13.74,0.08463494115696912,14.54
2019-04-04,4955.831824018296,1.89,0.566316895724921,-2.8,160.43283831978377,-2.25,0.09065628317907007,6.64
2019-04-05,4899.021553783287,-1.16,0.5407839953950567,-4.72,157.41222580794496,-1.92,0.08718280804784825,-3.98
2019-04-06,5014.955826888765,2.31,0.5746127466837315,5.89,165.1385234713877,4.68,0.0903108762955433,3.46
2019-04-07,5041.869075888309,0.53,0.5689071390958422,-1.0,165.32515186458005,0.11,0.08986922412068711,-0.49
2019-04-08,5176.97788362072,2.61,0.5757766082208013,1.19,174.09052297795662,5.03,0.09008149256440293,0.24
2019-04-09,5266.89477647303,1.71,0.5674672023172176,-1.46,180.01192355336678,3.29,0.08667610282028956,-3.93
2019-04-10,5172.1752647597095,-1.83,0.5338783080912198,-6.29,175.2941224274854,-2.69,0.0833658930679053,-3.97
2019-04-11,5308.905683164441,2.58,0.5206328433463108,-2.54,177.3253178087243,1.15,0.08963847209899002,7.0
2019-04-12,5047.79316241402,-5.17,0.48851514743105634,-6.57,165.03710682659573,-7.45,0.083087429544778,-7.88
2019-04-13,5082.46515242293,0.68,0.4947719462295909,1.26,164.57194837218958,-0.28,0.08313497519987623,0.06
2019-04-14,5072.987191337883,-0.19,0.5355994199167019,7.62,163.97160033492332,-0.37,0.08340401487900027,0.32
2019-04-15,5149.314492798127,1.48,0.5266331438299464,-1.7,167.61800117879454,2.18,0.0842716755681566,1.03
2019-04-16,5039.881017404402,-2.17,0.4954909384735199,-6.29,160.53249078494966,-4.41,0.0822093907922131,-2.51
2019-04-17,5213.598376962082,3.33,0.5022721494733272,1.35,166.4845378681717,3.58,0.0833068860736983,1.32
2019-04-18,5218.957150384528,0.1,0.4999978414341732,-0.45,166.3272646030099,-0.09,0.08273543972357907,-0.69
2019-04-19,5274.767013336503,1.06,0.521843547673393,4.19,173.41362781077277,4.09,0.08150942908991061,-1.5
2019-04-20,5280.354444383007,0.11,0.5144824513025928,-1.43,173.2282621688014,-0.11,0.07928140860058422,-2.81
2019-04-21,5307.689183437135,0.52,0.5144083177865925,-0.01,173.16628767058037,-0.04,0.07620388916648492,-4.04
2019-04-22,5311.164840299274,0.07,0.49919622930938345,-3.05,169.98788930945395,-1.87,0.07400007419762919,-2.98
2019-04-23,5380.935789575588,1.3,0.49527622164642854,-0.79,171.0434707895899,0.62,0.07773104790704922,4.8
2019-04-24,5557.9257276108365,3.18,0.48247033650306376,-2.65,170.91296418483168,-0.08,0.07428220003309263,-4.64
2019-04-25,5452.101753394462,-1.94,0.47534313098088515,-1.5,165.66966005027155,-3.16,0.07204967731426073,-3.1
2019-04-26,5203.088598730703,-4.79,0.44737913900338044,-6.25,153.9304406219976,-7.63,0.06932955522517145,-3.92
2019-04-27,5295.847320048228,1.75,0.4410946703232391,-1.42,157.3757012457437,2.19,0.06959276929127914,0.38
2019-04-28,5256.977802474059,-0.74,0.4413749148443776,0.06,158.28919434200932,0.58,0.07020555721853701,0.87
2019-04-29,5257.803249232503,0.02,0.4471193428030698,1.28,156.5951891487867,-1.08,0.06851306016046815,-2.47
2019-04-30,5199.755008563461,-1.12,0.42965828961507935,-4.06,154.08028243009934,-1.63,0.06426312529200742,-6.61
