,price
2015-08-07 00:00:00.000,2.83162
2015-08-08 00:00:00.000,1.33075
2015-08-10 00:00:00.000,0.6875857090838133
2015-08-11 00:00:00.000,1.067378879429946
2015-08-12 00:00:00.000,1.256613175101658
2015-08-13 00:00:00.000,1.825395446319752
2015-08-14 00:00:00.000,1.825974891355639
2015-08-15 00:00:00.000,1.670949668937766
2015-08-16 00:00:00.000,1.476607254205028
2015-08-17 00:00:00.000,1.20387143115441
2015-08-18 00:00:00.000,1.281393051659975
2015-08-19 00:00:00.000,1.252738651679077
2015-08-20 00:00:00.000,1.484195074171873
2015-08-21 00:00:00.000,1.40631477379752
2015-08-22 00:00:00.000,1.380721536476638
2015-08-23 00:00:00.000,1.355182100454404
2015-08-24 00:00:00.000,1.24657168269902
2015-08-25 00:00:00.000,1.160828327907264
2015-08-26 00:00:00.000,1.119639156482987
2015-08-27 00:00:00.000,1.133690694008804
2015-08-28 00:00:00.000,1.188895698722608
2015-08-29 00:00:00.000,1.174343905252208
2015-08-30 00:00:00.000,1.322350879918967
2015-08-31 00:00:00.000,1.353368417391325
2015-09-01 00:00:00.000,1.350786688734447
2015-09-02 00:00:00.000,1.278810765308764
2015-09-03 00:00:00.000,1.262770719520856
2015-09-04 00:00:00.000,1.269520099878085
2015-09-05 00:00:00.000,1.334976229386974
2015-09-06 00:00:00.000,1.29888313413515
2015-09-07 00:00:00.000,1.256223439965584
2015-09-08 00:00:00.000,1.236033260936938
2015-09-09 00:00:00.000,1.206529945086729
2015-09-10 00:00:00.000,1.167234841402144
2015-09-11 00:00:00.000,0.9765090926915041
2015-09-12 00:00:00.000,1.038203585306107
2015-09-13 00:00:00.000,0.9386521502557871
2015-09-14 00:00:00.000,0.87402296242848
2015-09-15 00:00:00.000,0.9418231857274298
2015-09-16 00:00:00.000,0.9032199195724051
2015-09-17 00:00:00.000,0.8830787289063511
2015-09-18 00:00:00.000,0.8460709193872474
2015-09-19 00:00:00.000,0.8821037996855977
2015-09-20 00:00:00.000,0.9363277614869444
2015-09-21 00:00:00.000,0.9010928790890973
2015-09-22 00:00:00.000,0.8971422650551497
2015-09-23 00:00:00.000,0.8940475222994914
2015-09-24 00:00:00.000,0.8160373080893036
2015-09-25 00:00:00.000,0.7405192998515878
2015-09-26 00:00:00.000,0.7778014991497727
2015-09-27 00:00:00.000,0.7213584231130563
2015-09-28 00:00:00.000,0.5830570046974366
2015-09-29 00:00:00.000,0.657832489515796
2015-09-30 00:00:00.000,0.7347630535971914
2015-10-01 00:00:00.000,0.6858121897138929
2015-10-02 00:00:00.000,0.6762217338750541
2015-10-03 00:00:00.000,0.6874757575411915
2015-10-04 00:00:00.000,0.6675468579375702
2015-10-05 00:00:00.000,0.6282550742429386
2015-10-06 00:00:00.000,0.64565776230867
2015-10-07 00:00:00.000,0.6100126973575233
2015-10-08 00:00:00.000,0.6234833021554507
2015-10-09 00:00:00.000,0.650768764684828
2015-10-10 00:00:00.000,0.6297949417268295
2015-10-11 00:00:00.000,0.6370439806918999
2015-10-12 00:00:00.000,0.628787281832734
2015-10-13 00:00:00.000,0.6026272723327593
2015-10-14 00:00:00.000,0.517689435598842
2015-10-15 00:00:00.000,0.5614990042588522
2015-10-16 00:00:00.000,0.5331480200007419
2015-10-17 00:00:00.000,0.5490283089973744
2015-10-18 00:00:00.000,0.5184445473595721
2015-10-19 00:00:00.000,0.4870672984193326
2015-10-20 00:00:00.000,0.4329785990312485
2015-10-21 00:00:00.000,0.4397689744048958
2015-10-22 00:00:00.000,0.5654615066780281
2015-10-23 00:00:00.000,0.540737766800056
2015-10-24 00:00:00.000,0.5685737685118122
2015-10-25 00:00:00.000,0.6319388092249569
2015-10-26 00:00:00.000,0.7439579097275092
2015-10-27 00:00:00.000,0.8544552504832845
2015-10-28 00:00:00.000,1.010409721259424
2015-10-29 00:00:00.000,1.163748635576317
2015-10-30 00:00:00.000,1.041849054896385
2015-10-31 00:00:00.000,0.9070916284167455
2015-11-01 00:00:00.000,1.058541941291151
2015-11-02 00:00:00.000,0.9550458603200441
2015-11-03 00:00:00.000,1.002344802929553
2015-11-04 00:00:00.000,0.9018086605486009
2015-11-05 00:00:00.000,0.906601136813436
2015-11-06 00:00:00.000,0.9094421987209234
2015-11-07 00:00:00.000,0.922482091197951
2015-11-08 00:00:00.000,1.030499514179018
2015-11-09 00:00:00.000,0.9958029845225516
2015-11-10 00:00:00.000,0.9348342219016499
2015-11-11 00:00:00.000,0.7887611772679245
2015-11-12 00:00:00.000,0.90074206650109
2015-11-13 00:00:00.000,0.9040815579448993
2015-11-14 00:00:00.000,0.8842289054037304
2015-11-15 00:00:00.000,0.9108255481961639
2015-11-16 00:00:00.000,0.9338407839578461
2015-11-17 00:00:00.000,0.9952733578828389
2015-11-18 00:00:00.000,0.9944285799213992
2015-11-19 00:00:00.000,0.9514712892422663
2015-11-20 00:00:00.000,0.9268031189591781
2015-11-21 00:00:00.000,0.9735724342696529
2015-11-22 00:00:00.000,0.96473853235469
2015-11-23 00:00:00.000,0.9452203362307195
2015-11-24 00:00:00.000,0.8993611354663962
2015-11-25 00:00:00.000,0.8677070917677269
2015-11-26 00:00:00.000,0.8948747707881739
2015-11-27 00:00:00.000,0.8707128002545287
2015-11-28 00:00:00.000,0.9173987754375574
2015-11-29 00:00:00.000,0.8717449537893333
2015-11-30 00:00:00.000,0.8736009320890139
2015-12-01 00:00:00.000,0.8750039976447704
2015-12-02 00:00:00.000,0.8227337811375524
2015-12-03 00:00:00.000,0.8247651888810106
2015-12-04 00:00:00.000,0.8387909512811372
2015-12-05 00:00:00.000,0.8645837297560469
2015-12-06 00:00:00.000,0.8349924869606098
2015-12-07 00:00:00.000,0.8007502839259887
2015-12-08 00:00:00.000,0.8188527088752511
2015-12-09 00:00:00.000,0.7918293483107267
2015-12-10 00:00:00.000,0.8474422420390545
2015-12-11 00:00:00.000,0.9167389424445134
2015-12-12 00:00:00.000,0.9712583097472548
2015-12-13 00:00:00.000,0.9583031735578238
2015-12-14 00:00:00.000,0.9954898346339888
2015-12-15 00:00:00.000,1.0170637001075
2015-12-16 00:00:00.000,0.9889124423815733
2015-12-17 00:00:00.000,0.9402283251940493
2015-12-18 00:00:00.000,0.9211717831099321
2015-12-19 00:00:00.000,0.9096329169325174
2015-12-20 00:00:00.000,0.9032316429089903
2015-12-21 00:00:00.000,0.8968062870238118
2015-12-22 00:00:00.000,0.8789593130596947
2015-12-23 00:00:00.000,0.8675654552724993
2015-12-24 00:00:00.000,0.861363016488459
2015-12-25 00:00:00.000,0.8707183439745884
2015-12-26 00:00:00.000,0.8530178649009634
2015-12-27 00:00:00.000,0.8588870868776094
2015-12-28 00:00:00.000,0.8421696130307879
2015-12-29 00:00:00.000,0.8694878107781919
2015-12-30 00:00:00.000,0.9003543017405369
2015-12-31 00:00:00.000,0.9365399677803522
2016-01-01 00:00:00.000,0.9463133430749894
2016-01-02 00:00:00.000,0.9381261621726148
2016-01-03 00:00:00.000,0.9721969755035614
2016-01-04 00:00:00.000,0.9592978352147374
2016-01-05 00:00:00.000,0.9531022411427653
2016-01-06 00:00:00.000,0.9684340117908705
2016-01-07 00:00:00.000,0.9589767803876823
2016-01-08 00:00:00.000,0.9955747811931686
2016-01-09 00:00:00.000,1.02478096778813
2016-01-10 00:00:00.000,1.01996585607406
2016-01-11 00:00:00.000,1.068726621062779
2016-01-12 00:00:00.000,1.167362900827917
2016-01-13 00:00:00.000,1.12958834642001
2016-01-14 00:00:00.000,1.157377553252501
2016-01-15 00:00:00.000,1.21073546288485
2016-01-16 00:00:00.000,1.215691295024754
2016-01-17 00:00:00.000,1.321855711753408
2016-01-18 00:00:00.000,1.39830112692888
2016-01-19 00:00:00.000,1.3769900190471
2016-01-20 00:00:00.000,1.565411904541257
2016-01-21 00:00:00.000,1.544691862235827
2016-01-22 00:00:00.000,1.471341822504971
2016-01-23 00:00:00.000,1.692156284936261
2016-01-24 00:00:00.000,2.131691495370684
2016-01-25 00:00:00.000,2.48139608647395
2016-01-26 00:00:00.000,2.086782726986503
2016-01-27 00:00:00.000,2.384501158704437
2016-01-28 00:00:00.000,2.519719734523484
2016-01-29 00:00:00.000,2.486203232055895
2016-01-30 00:00:00.000,2.437601273512591
2016-01-31 00:00:00.000,2.298766557449123
2016-02-01 00:00:00.000,2.221883059355513
2016-02-02 00:00:00.000,2.403111855327034
2016-02-03 00:00:00.000,2.515949933456795
2016-02-04 00:00:00.000,2.557178944302694
2016-02-05 00:00:00.000,2.532878565491474
2016-02-06 00:00:00.000,2.517776369343559
2016-02-07 00:00:00.000,2.950776113177157
2016-02-08 00:00:00.000,3.165335693696386
2016-02-09 00:00:00.000,3.720453286688504
2016-02-10 00:00:00.000,4.427431437703359
2016-02-11 00:00:00.000,6.005000308112697
2016-02-12 00:00:00.000,5.475649283683189
2016-02-13 00:00:00.000,5.373284921940013
2016-02-14 00:00:00.000,5.169512436402438
2016-02-15 00:00:00.000,5.319058286377442
2016-02-16 00:00:00.000,4.368970122064963
2016-02-17 00:00:00.000,3.744022470740231
2016-02-18 00:00:00.000,4.397939042003922
2016-02-19 00:00:00.000,4.493895382965731
2016-02-20 00:00:00.000,4.301875677560981
2016-02-21 00:00:00.000,4.653970273276003
2016-02-22 00:00:00.000,5.608714257576696
2016-02-23 00:00:00.000,5.612091439849516
2016-02-24 00:00:00.000,6.134381259039694
2016-02-25 00:00:00.000,5.93625743323269
2016-02-26 00:00:00.000,5.897351626440898
2016-02-27 00:00:00.000,6.357091762158404
2016-02-28 00:00:00.000,6.440650848847282
2016-02-29 00:00:00.000,6.312028458049726
2016-03-01 00:00:00.000,7.560157049617909
2016-03-02 00:00:00.000,8.398318163034869
2016-03-03 00:00:00.000,9.504937042998197
2016-03-04 00:00:00.000,10.03776475108964
